Species,Plot,Subplot,Core,Light_ISF,Light_Cat,Soil,Sterile,Conspecific,Myco,SoilMyco,AMF,EMF,Phenolics,Lignin,NSC,Time,Event
Acer saccharum,10,A,2016,0.051,Low,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,15.0,,-0.39,9.21,8.63,24.5,0.0
Quercus alba,5,C,2016,0.098,Med,Quercus rubra,Non-Sterile,Heterospecific,EMF,EMF,14.5,37.47,5.23,21.24,18.26,115.5,0.0
Acer saccharum,10,A,2016,0.051,Low,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,2.0,,-0.54,10.24,11.58,24.5,0.0
Quercus alba,5,A,2016,0.086,Med,Quercus alba,Non-Sterile,Conspecific,EMF,EMF,26.42,37.3,4.9,19.18,21.65,73.5,1.0
Quercus rubra,10,C,2016,0.075,Low,Quercus alba,Non-Sterile,Heterospecific,EMF,EMF,17.0,4.55,3.53,24.11,15.7,24.5,0.0
Acer saccharum,10,A,2017,0.051,Low,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,15.87,,-0.34,9.59,9.44,24.5,1.0
Acer saccharum,10,C,2017,0.075,Low,Sterile,Sterile,Sterilized,AMF,Sterile,2.0,,-0.2,9.19,9.39,24.5,0.0
Quercus rubra,10,C,2017,0.075,Low,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,7.0,5.26,3.09,28.82,11.85,24.5,0.0
Quercus rubra,10,C,2017,0.075,Low,Quercus rubra,Non-Sterile,Conspecific,EMF,EMF,20.0,50.0,3.91,21.31,18.26,24.5,0.0
Acer saccharum,5,A,2017,0.086,Med,Sterile,Sterile,Sterilized,AMF,Sterile,9.09,,0.06,12.41,12.37,80.5,1.0
Quercus alba,10,A,2017,0.051,Low,Quercus alba,Non-Sterile,Conspecific,EMF,EMF,16.0,30.23,4.37,21.77,17.34,24.5,0.0
Quercus rubra,10,A,2016,0.051,Low,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,22.0,46.34,3.82,27.25,14.41,24.5,0.0
Quercus rubra,5,A,2016,0.086,Med,Sterile,Sterile,Sterilized,EMF,Sterile,6.48,10.73,3.46,24.52,15.13,73.5,1.0
Quercus alba,10,A,2016,0.051,Low,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,29.0,5.56,4.44,23.63,16.13,24.5,0.0
Acer saccharum,5,C,2016,0.098,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,14.56,,0.05,14.23,12.65,59.5,1.0
Quercus rubra,10,E,2017,0.072,Low,Quercus alba,Non-Sterile,Heterospecific,EMF,EMF,10.0,73.08,3.92,23.35,17.04,24.5,0.0
Acer saccharum,5,C,2017,0.098,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,12.24,,0.14,14.27,12.11,59.5,1.0
Prunus serotina,10,E,2017,0.072,Low,Sterile,Sterile,Sterilized,AMF,Sterile,0.0,,0.22,5.3,8.2,24.5,0.0
Acer saccharum,5,C,2016,0.098,Med,Sterile,Sterile,Sterilized,AMF,Sterile,8.44,,0.04,12.15,12.18,115.5,1.0
Acer saccharum,5,A,2017,0.086,Med,Acer saccharum,Non-Sterile,Conspecific,AMF,AMF,18.1,,0.48,13.62,12.36,63.0,1.0
Quercus rubra,10,C,2017,0.075,Low,Sterile,Sterile,Sterilized,EMF,Sterile,5.0,0.0,2.97,24.77,12.7,24.5,0.0
Acer saccharum,5,A,2017,0.086,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,17.06,,-0.01,13.73,12.05,63.0,1.0
Quercus rubra,5,E,2017,0.077,Med,Quercus alba,Non-Sterile,Heterospecific,EMF,EMF,19.14,28.36,3.74,23.03,16.63,115.5,0.0
Quercus rubra,5,E,2017,0.077,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,18.48,29.0,3.11,25.27,13.05,115.5,0.0
Quercus rubra,5,E,2017,0.077,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,21.22,28.13,3.52,26.83,13.94,115.5,0.0
Quercus alba,5,C,2017,0.098,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,17.66,34.38,4.15,19.17,22.01,115.5,0.0
Quercus alba,10,C,2017,0.075,Low,Sterile,Sterile,Sterilized,EMF,Sterile,26.0,0.0,3.45,24.23,15.43,24.5,0.0
Quercus rubra,10,E,2017,0.072,Low,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,14.0,36.36,2.48,25.81,11.42,24.5,0.0
Quercus rubra,5,A,2016,0.086,Med,Sterile,Sterile,Sterilized,EMF,Sterile,6.48,10.73,3.46,24.52,15.13,73.5,1.0
Quercus rubra,10,B,2017,0.072,Low,Quercus alba,Non-Sterile,Heterospecific,EMF,EMF,12.0,32.76,3.55,20.38,18.18,24.5,0.0
Acer saccharum,10,E,2016,0.072,Low,Acer saccharum,Non-Sterile,Conspecific,AMF,AMF,13.33,,-0.18,11.17,11.73,24.5,0.0
Prunus serotina,5,E,2016,0.077,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,23.53,,0.34,5.15,6.72,59.5,1.0
Acer saccharum,5,C,2016,0.098,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,12.24,,0.14,14.27,12.11,59.5,1.0
Prunus serotina,10,D,2017,0.06,Low,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,34.02,,0.4,5.25,6.91,24.5,1.0
Quercus alba,10,D,2017,0.06,Low,Sterile,Sterile,Sterilized,EMF,Sterile,11.0,0.0,2.55,18.94,19.22,24.5,0.0
Quercus alba,5,C,2017,0.098,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,20.63,25.93,4.99,19.06,22.55,115.5,0.0
Quercus rubra,10,B,2017,0.072,Low,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,17.0,10.34,2.32,22.68,12.28,24.5,0.0
Prunus serotina,10,E,2017,0.072,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,32.85,,0.69,7.94,11.64,24.5,1.0
Quercus rubra,5,B,2017,0.091,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,24.97,45.68,3.83,26.75,14.85,115.5,0.0
Quercus alba,10,B,2017,0.072,Low,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,17.0,5.45,3.33,19.78,19.13,24.5,0.0
Prunus serotina,10,B,2017,0.072,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,56.63,,0.56,5.41,6.99,24.5,1.0
Quercus rubra,5,B,2017,0.091,Med,Quercus rubra,Non-Sterile,Conspecific,EMF,EMF,18.49,29.93,3.61,25.97,14.58,115.5,0.0
Acer saccharum,5,B,2016,0.091,Med,Acer saccharum,Non-Sterile,Conspecific,AMF,AMF,20.57,,0.47,14.19,12.4,63.0,1.0
Prunus serotina,5,B,2017,0.091,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,17.5,,0.32,10.68,13.63,59.5,1.0
Prunus serotina,5,E,2016,0.077,Med,Sterile,Sterile,Sterilized,AMF,Sterile,10.97,,0.26,5.45,9.31,59.5,1.0
Quercus rubra,5,E,2017,0.077,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,18.48,29.0,3.11,25.27,13.05,115.5,0.0
Prunus serotina,10,D,2017,0.06,Low,Sterile,Sterile,Sterilized,AMF,Sterile,2.0,,0.25,5.36,8.28,24.5,0.0
Quercus alba,5,D,2017,0.103,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,20.82,31.32,4.96,18.89,22.79,115.5,0.0
Quercus alba,5,B,2017,0.091,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,19.14,29.4,5.06,18.85,22.32,115.5,0.0
Acer saccharum,10,D,2017,0.06,Low,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,17.77,,-0.2,10.8,11.03,24.5,1.0
Acer saccharum,5,B,2016,0.091,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,16.64,,-0.04,13.72,12.18,63.0,1.0
Prunus serotina,10,D,2016,0.06,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,53.7,,0.57,5.28,6.36,24.5,1.0
Quercus rubra,5,B,2016,0.091,Med,Quercus alba,Non-Sterile,Heterospecific,EMF,EMF,20.86,19.41,3.83,21.14,17.93,115.5,0.0
Acer saccharum,5,D,2016,0.103,Med,Acer saccharum,Non-Sterile,Conspecific,AMF,AMF,22.43,,0.37,12.63,12.1,63.0,1.0
Acer saccharum,5,D,2017,0.103,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,14.82,,-0.1,13.59,12.2,63.0,1.0
Acer saccharum,5,D,2017,0.103,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,14.82,,-0.1,13.59,12.2,63.0,1.0
Prunus serotina,10,B,2017,0.072,Low,Sterile,Sterile,Sterilized,AMF,Sterile,14.0,,0.3,5.3,8.5,24.5,0.0
Quercus rubra,10,B,2017,0.072,Low,Quercus rubra,Non-Sterile,Conspecific,EMF,EMF,12.0,47.62,3.79,23.84,16.19,24.5,0.0
Quercus alba,5,D,2017,0.103,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,16.66,30.65,4.15,19.02,23.35,115.5,0.0
Quercus rubra,10,D,2017,0.06,Low,Sterile,Sterile,Sterilized,EMF,Sterile,20.0,11.76,2.59,28.0,6.59,24.5,0.0
Quercus alba,10,B,2016,0.072,Low,Quercus alba,Non-Sterile,Conspecific,EMF,EMF,16.0,53.33,3.91,26.38,13.3,24.5,0.0
Quercus alba,5,B,2017,0.091,Med,Quercus alba,Non-Sterile,Conspecific,EMF,EMF,16.24,34.94,4.9,24.65,15.55,115.5,0.0
Quercus alba,5,D,2017,0.103,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,13.9,21.05,4.71,17.55,24.28,115.5,0.0
Quercus alba,5,D,2017,0.103,Med,Quercus rubra,Non-Sterile,Heterospecific,EMF,EMF,10.58,42.14,5.25,22.16,17.68,115.5,0.0
Quercus alba,5,D,2017,0.103,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,23.71,30.45,5.02,18.89,22.85,115.5,0.0
Acer saccharum,10,D,2017,0.06,Low,Acer saccharum,Non-Sterile,Conspecific,AMF,AMF,15.0,,-0.14,9.62,9.96,24.5,0.0
Quercus rubra,5,D,2017,0.103,Med,Sterile,Sterile,Sterilized,EMF,Sterile,8.99,6.46,3.56,24.16,15.82,115.5,0.0
Quercus alba,5,B,2017,0.091,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,13.96,32.36,4.23,19.27,21.03,115.5,0.0
Quercus rubra,5,B,2016,0.091,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,25.68,27.69,3.33,24.84,14.86,63.0,1.0
Acer saccharum,5,B,2017,0.091,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,14.58,,-0.1,13.82,12.19,63.0,1.0
Acer saccharum,10,B,2016,0.072,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,2.47,,-0.34,8.77,10.58,24.5,0.0
Quercus alba,10,B,2017,0.072,Low,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,14.0,9.52,3.55,19.49,19.12,24.5,0.0
Prunus serotina,10,B,2017,0.072,Low,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,32.0,,0.52,5.01,6.04,24.5,0.0
Acer saccharum,5,D,2016,0.103,Med,Sterile,Sterile,Sterilized,AMF,Sterile,7.54,,0.03,12.61,12.16,80.5,1.0
Acer saccharum,10,B,2017,0.072,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,12.14,,-0.03,10.9,11.2,24.5,1.0
Acer saccharum,5,B,2016,0.091,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,13.47,,0.17,14.14,12.12,59.5,1.0
Quercus rubra,10,D,2017,0.06,Low,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,22.0,26.87,3.26,26.93,13.36,24.5,0.0
Acer saccharum,5,B,2017,0.091,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,14.84,,0.03,14.25,12.72,59.5,1.0
Acer saccharum,10,D,2016,0.06,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,16.9,,-0.07,11.0,11.67,24.5,1.0
Quercus rubra,10,D,2016,0.06,Low,Quercus rubra,Non-Sterile,Conspecific,EMF,EMF,10.0,10.26,1.91,29.68,9.35,24.5,0.0
Acer saccharum,5,B,2017,0.091,Med,Sterile,Sterile,Sterilized,AMF,Sterile,8.52,,0.04,12.26,12.14,80.5,1.0
Quercus alba,5,B,2017,0.091,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,19.14,29.4,5.06,18.85,22.32,115.5,0.0
Quercus alba,10,B,2017,0.072,Low,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,31.0,32.0,4.12,22.18,17.63,24.5,0.0
Quercus rubra,10,B,2017,0.072,Low,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,11.0,43.75,2.6,25.7,11.61,24.5,0.0
Prunus serotina,5,B,2017,0.091,Med,Sterile,Sterile,Sterilized,AMF,Sterile,9.54,,0.0,7.75,11.71,59.5,1.0
Quercus alba,5,B,2016,0.091,Med,Quercus rubra,Non-Sterile,Heterospecific,EMF,EMF,20.21,35.3,5.31,20.58,19.0,115.5,0.0
Quercus alba,5,D,2017,0.103,Med,Quercus alba,Non-Sterile,Conspecific,EMF,EMF,11.03,36.83,4.99,23.16,16.88,115.5,0.0
Quercus alba,10,B,2017,0.072,Low,Quercus rubra,Non-Sterile,Heterospecific,EMF,EMF,31.0,23.68,4.8,24.7,15.81,24.5,0.0
Quercus alba,5,D,2017,0.103,Med,Quercus alba,Non-Sterile,Conspecific,EMF,EMF,11.03,36.83,4.99,23.16,16.88,73.5,1.0
Acer saccharum,5,B,2016,0.091,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,14.84,,0.03,14.25,12.72,59.5,1.0
Acer saccharum,10,D,2017,0.06,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,16.9,,-0.07,11.0,11.67,24.5,1.0
Acer saccharum,10,D,2016,0.06,Low,Sterile,Sterile,Sterilized,AMF,Sterile,5.0,,-0.28,9.24,9.75,24.5,0.0
Quercus alba,10,B,2017,0.072,Low,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,12.0,30.0,4.66,20.99,18.78,24.5,0.0
Acer saccharum,10,B,2016,0.072,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,10.09,,-0.23,10.54,11.44,24.5,1.0
Prunus serotina,5,D,2016,0.103,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,19.14,,0.34,10.75,13.6,59.5,1.0
Quercus rubra,10,B,2017,0.072,Low,Sterile,Sterile,Sterilized,EMF,Sterile,4.0,2.94,2.96,26.03,12.61,24.5,0.0
Quercus rubra,10,D,2017,0.06,Low,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,9.0,33.33,2.97,26.49,13.48,24.5,0.0
Acer saccharum,10,D,2016,0.06,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,12.0,,-0.27,10.84,11.11,24.5,0.0
Quercus alba,11,C,2016,0.055,Low,Sterile,Sterile,Sterilized,EMF,Sterile,12.0,8.33,2.22,18.69,19.08,24.5,0.0
Quercus alba,11,C,2017,0.055,Low,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,23.87,36.31,4.32,19.24,21.51,24.5,1.0
Prunus serotina,5,D,2017,0.103,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,19.14,,0.34,10.75,13.6,59.5,1.0
Quercus alba,5,D,2016,0.103,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,13.9,21.05,4.71,17.55,24.28,115.5,0.0
Quercus rubra,5,D,2017,0.103,Med,Sterile,Sterile,Sterilized,EMF,Sterile,8.99,6.46,3.56,24.16,15.82,84.0,1.0
Quercus alba,5,B,2017,0.091,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,20.79,24.77,4.99,19.11,22.0,115.5,0.0
Quercus alba,11,A,2017,0.068,Low,Quercus alba,Non-Sterile,Conspecific,EMF,EMF,13.83,23.81,4.71,23.07,16.57,24.5,0.0
Prunus serotina,11,A,2016,0.068,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,26.55,,0.63,8.06,11.63,24.5,1.0
Quercus rubra,11,C,2017,0.055,Low,Quercus alba,Non-Sterile,Heterospecific,EMF,EMF,16.38,27.94,3.78,20.27,18.87,24.5,1.0
Prunus serotina,11,A,2016,0.068,Low,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,46.91,,0.56,4.99,7.18,24.5,1.0
Quercus rubra,11,C,2017,0.055,Low,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,5.0,33.96,2.59,31.0,10.27,24.5,0.0
Quercus alba,5,D,2016,0.103,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,23.71,30.45,5.02,18.89,22.85,73.5,1.0
Prunus serotina,11,C,2017,0.055,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,28.15,,0.65,5.42,8.13,24.5,1.0
Quercus alba,6,A,2017,0.065,Low,Quercus rubra,Non-Sterile,Heterospecific,EMF,EMF,19.83,27.97,4.76,24.63,15.73,115.5,0.0
Acer saccharum,6,A,2016,0.065,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,12.51,,-0.02,11.17,11.21,59.5,1.0
Quercus alba,11,C,2017,0.055,Low,Quercus alba,Non-Sterile,Conspecific,EMF,EMF,20.0,20.83,4.62,22.95,16.56,24.5,0.0
Quercus alba,6,A,2016,0.065,Low,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,16.55,31.11,3.73,19.5,19.34,115.5,0.0
Quercus alba,11,A,2016,0.068,Low,Quercus alba,Non-Sterile,Conspecific,EMF,EMF,0.0,0.0,4.71,21.63,17.29,24.5,0.0
Quercus rubra,11,A,2017,0.068,Low,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,12.0,77.5,3.29,32.51,13.33,24.5,0.0
Quercus rubra,6,C,2017,0.087,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,22.29,27.83,3.35,24.9,14.95,115.5,0.0
Quercus rubra,11,A,2017,0.068,Low,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,9.0,9.09,2.44,27.81,8.82,24.5,0.0
Prunus serotina,6,C,2016,0.087,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,16.18,,0.35,10.85,13.69,59.5,1.0
Quercus alba,6,A,2016,0.065,Low,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,20.85,26.83,4.75,24.39,15.84,115.5,0.0
Prunus serotina,11,C,2017,0.055,Low,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,40.23,,0.44,5.16,6.35,24.5,1.0
Acer saccharum,11,A,2017,0.068,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,14.46,,-0.09,13.63,12.47,24.5,1.0
Quercus alba,11,A,2017,0.068,Low,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,10.98,66.04,3.44,22.79,15.65,24.5,0.0
Prunus serotina,11,C,2016,0.055,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,24.37,,0.58,4.72,7.13,24.5,1.0
Quercus alba,6,A,2017,0.065,Low,Quercus rubra,Non-Sterile,Heterospecific,EMF,EMF,19.83,27.97,4.76,24.63,15.73,115.5,0.0
Quercus alba,6,A,2017,0.065,Low,Sterile,Sterile,Sterilized,EMF,Sterile,10.48,3.0,2.56,19.51,18.18,87.5,1.0
Quercus alba,11,C,2017,0.055,Low,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,42.0,39.13,4.36,19.09,27.53,24.5,0.0
Quercus alba,6,C,2017,0.087,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,14.09,23.18,4.64,17.68,23.52,115.5,0.0
Quercus alba,11,A,2016,0.068,Low,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,7.59,5.26,4.76,22.84,16.76,24.5,0.0
Acer saccharum,11,A,2016,0.068,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,14.46,,-0.09,13.63,12.47,24.5,1.0
Quercus alba,6,C,2017,0.087,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,21.0,25.23,5.04,18.48,22.15,115.5,0.0
Quercus alba,6,A,2017,0.065,Low,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,22.92,38.95,4.53,21.73,17.69,115.5,0.0
Quercus alba,11,A,2016,0.068,Low,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,21.0,31.03,4.62,23.24,16.38,24.5,0.0
Acer saccharum,6,A,2016,0.065,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,14.8,,0.04,13.73,12.43,59.5,1.0
Prunus serotina,11,C,2017,0.055,Low,Sterile,Sterile,Sterilized,AMF,Sterile,0.0,,0.4,5.97,9.75,24.5,0.0
Prunus serotina,11,A,2017,0.068,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,7.0,,0.78,6.73,10.87,24.5,0.0
Acer saccharum,6,C,2017,0.087,Med,Sterile,Sterile,Sterilized,AMF,Sterile,8.7,,0.05,12.43,12.39,80.5,1.0
Quercus alba,11,C,2016,0.055,Low,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,38.0,11.76,4.42,19.11,22.32,24.5,0.0
Quercus rubra,11,A,2017,0.068,Low,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,6.0,40.7,3.55,23.4,17.0,24.5,0.0
Quercus rubra,11,A,2017,0.068,Low,Quercus rubra,Non-Sterile,Conspecific,EMF,EMF,15.0,29.73,2.47,27.06,10.98,24.5,0.0
Acer saccharum,6,C,2016,0.087,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,13.4,,-0.02,13.88,12.46,59.5,1.0
Acer saccharum,6,A,2017,0.065,Low,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,18.76,,-0.15,10.73,10.95,63.0,1.0
Quercus rubra,6,A,2017,0.065,Low,Quercus alba,Non-Sterile,Heterospecific,EMF,EMF,16.22,27.72,3.71,20.17,19.1,115.5,0.0
Quercus alba,11,A,2016,0.068,Low,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,11.0,48.78,4.76,24.59,15.85,24.5,0.0
Quercus alba,6,C,2016,0.087,Med,Quercus alba,Non-Sterile,Conspecific,EMF,EMF,20.78,31.43,4.97,19.29,21.0,115.5,0.0
Quercus alba,6,C,2017,0.087,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,14.09,23.18,4.64,17.68,23.52,115.5,0.0
Quercus rubra,11,A,2016,0.068,Low,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,20.27,30.37,3.51,27.39,13.87,24.5,1.0
Quercus rubra,6,A,2016,0.065,Low,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,24.36,14.72,2.53,25.01,11.34,115.5,0.0
Acer saccharum,11,C,2016,0.055,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,7.59,,-0.1,8.62,9.75,24.5,0.0
Quercus rubra,6,A,2017,0.065,Low,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,24.04,23.17,3.84,21.57,17.27,115.5,0.0
Quercus rubra,11,A,2017,0.068,Low,Sterile,Sterile,Sterilized,EMF,Sterile,2.0,0.0,3.37,22.76,16.67,24.5,0.0
Acer saccharum,11,A,2016,0.068,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,11.53,,-0.24,10.72,11.44,24.5,1.0
Quercus alba,6,C,2017,0.087,Med,Quercus alba,Non-Sterile,Conspecific,EMF,EMF,20.78,31.43,4.97,19.29,21.0,73.5,1.0
Quercus alba,6,C,2016,0.087,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,14.09,23.18,4.64,17.68,23.52,115.5,0.0
Acer saccharum,6,C,2017,0.087,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,13.4,,-0.02,13.88,12.46,59.5,1.0
Quercus alba,6,C,2017,0.087,Med,Sterile,Sterile,Sterilized,EMF,Sterile,5.29,4.78,3.3,18.95,20.18,115.5,0.0
Quercus rubra,6,A,2017,0.065,Low,Sterile,Sterile,Sterilized,EMF,Sterile,11.42,8.58,2.63,25.61,11.55,115.5,0.0
Quercus alba,11,C,2017,0.055,Low,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,20.83,11.76,3.99,19.67,19.26,24.5,0.0
Acer saccharum,6,A,2017,0.065,Low,Acer saccharum,Non-Sterile,Conspecific,AMF,AMF,17.4,,0.09,12.44,12.07,63.0,1.0
Quercus alba,6,A,2016,0.065,Low,Quercus rubra,Non-Sterile,Heterospecific,EMF,EMF,19.83,27.97,4.76,24.63,15.73,115.5,0.0
Quercus rubra,11,A,2017,0.068,Low,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,20.27,30.37,3.51,27.39,13.87,24.5,1.0
Quercus rubra,6,C,2016,0.087,Med,Quercus alba,Non-Sterile,Heterospecific,EMF,EMF,19.95,20.02,3.84,21.14,17.91,115.5,0.0
Quercus rubra,6,A,2017,0.065,Low,Quercus alba,Non-Sterile,Heterospecific,EMF,EMF,16.22,27.72,3.71,20.17,19.1,115.5,0.0
Quercus rubra,6,A,2017,0.065,Low,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,17.98,29.4,3.72,20.73,18.25,115.5,0.0
Quercus rubra,11,A,2017,0.068,Low,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,21.9,14.26,2.54,25.22,11.25,24.5,1.0
Quercus rubra,6,C,2016,0.087,Med,Quercus alba,Non-Sterile,Heterospecific,EMF,EMF,19.95,20.02,3.84,21.14,17.91,115.5,0.0
Acer saccharum,6,C,2016,0.087,Med,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,20.69,,-0.57,14.06,12.3,63.0,1.0
Quercus alba,11,A,2017,0.068,Low,Quercus alba,Non-Sterile,Conspecific,EMF,EMF,18.0,12.9,4.57,25.39,14.72,24.5,0.0
Quercus rubra,11,C,2017,0.055,Low,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,64.0,11.36,2.59,28.03,9.35,24.5,0.0
Prunus serotina,11,E,2017,0.068,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,26.55,,0.63,8.06,11.63,24.5,1.0
Acer saccharum,6,A,2016,0.065,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,12.82,,-0.22,10.84,11.34,63.0,1.0
Prunus serotina,11,C,2016,0.055,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,28.15,,0.65,5.42,8.13,24.5,1.0
Acer saccharum,11,C,2016,0.055,Low,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,28.0,,-0.41,14.66,11.25,24.5,0.0
Acer saccharum,11,E,2017,0.068,Low,Acer saccharum,Non-Sterile,Conspecific,AMF,AMF,16.32,,-0.01,10.89,11.46,24.5,1.0
Acer saccharum,11,E,2017,0.068,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,14.46,,-0.09,13.63,12.47,24.5,1.0
Quercus rubra,6,A,2017,0.065,Low,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,24.96,24.01,2.88,27.23,11.48,115.5,0.0
